drugid	smiles
DB08557	COCCNc1cc(-n2c3c(c4ccccc42)C(=O)CCC3)ccc1C(N)=O
DB08558	CCCCCCCCS[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
DB08559	CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2[S@H]1O
DB08560	O=S(=O)(Nc1cc(-c2cccs2)nn1-c1ccc(F)cc1)c1cccc(F)c1
DB08561	O=C(OCc1ccccc1)c1cn2c(=O)n(Cc3ccccc3)c(=O)cc2s1
DB08562	O=C(O)CCCC(=O)Nc1ccc(/C=C/c2ccccc2)cc1
DB08564	CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
DB08565	CC(=O)N[C@@H](Cc1cccc2ccccc12)[B-](O)(O)O
DB08566	CC(=O)N[C@H](Cc1cccc2ccccc12)[B-](O)(O)O
DB08568	Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12
DB08569	Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc(Br)cc4)c3)cc12
DB08570	CC(=O)Nc1c(O)cc(C(=O)O)cc1[N+](=O)[O-]
DB08571	CC(=O)Nc1c(N)cc(C(=O)O)cc1O
DB08572	NC(=O)c1ccc(Nc2nc(N)c(N=O)c(OCC3CCCCC3)n2)cc1
DB08573	O=C(O)c1sccc1S(=O)(=O)Nc1ccc(Cl)cc1
DB08574	O=C1NC(=S)S[C@@H]1Cc1ccc(C(F)(F)F)cc1
DB08575	SC[C@@H](Cc1ccccc1)c1nc2c[nH+]ccc2[nH]1
DB08576	CNCC(=O)c1nnc(C(C)(C)C)o1
DB08577	Cc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1CCC(=O)O
DB08578	O=C(O)CCC(=O)Nc1ccc(Br)cn1
DB08579	C[C@@H]1C[C@H](C)CN(C(=O)c2cc(Br)ccc2N)C1
DB08580	Nc1ccc(Br)cc1C(=O)N1CCC[C@@H]1Cc1ccccc1Cl
DB08581	C[C@@H]1C[C@H](C)CN(C(=O)c2cc(Br)ccc2NC(=O)CCC(=O)O)C1
DB08582	C[C@@H]1C[C@H](C)CN(C(=O)c2cc(Br)ccc2NC(=O)CCC(=O)N2CCOCC2)C1
DB08583	CCn1nccc1-c1c[nH]c2ncc(-c3ccc(N)c(C(=O)N(C)C)c3)cc12
DB08584	Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1
DB08585	CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)COP(=O)(O)O
DB08586	CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)COP(=O)(O)O
DB08587	COc1cc(/C=C/C(=O)O)cc(OC)c1O
DB08588	N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2ccccc2c1=O
DB08589	COC(=O)c1cc(OC)c(O)c(OC)c1
DB08590	CC(C)(C)C(=O)Oc1ccc2c(c1)nc(NC(=O)c1cccc([N+](=O)[O-])c1)n2CCCO
DB08591	COc1ccc(-c2ccccc2)cc1N1CC(=O)NS1(=O)=O
DB08593	O=C1CN(c2ccccc2)S(=O)(=O)N1
DB08594	CN(C#N)NC(=O)OC(C)(C)C
DB08595	CC1=CC[C@H]2C[C@@H]1[C@H](c1ccc(O)cc1)OC2(C)C
DB08596	Cc1cn([C@H]2C[C@H](O)[C@@H](CN3CCCCC3)O2)c(=O)[nH]c1=O
DB08597	c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1
DB08598	CC(C)=CCN1Cc2cc(Cl)cc3[nH]c(=S)n(c23)C[C@@H]1C
DB08599	COc1ccc(S(=O)(=O)N[C@H](C)C(=O)O)cc1
DB08600	CC(C)=CCN1Cc2c(Cl)ccc3[nH]c(=S)n(c23)C[C@@H]1C
DB08601	CCCC[Sn](CCCC)CCCC
DB08602	CSc1nc2ccccc2c(=O)n1-c1c(F)cccc1F
DB08603	Cc1ccc(S(=O)(=O)N[C@@H](CCCCN)C(=O)CCl)cc1
DB08604	Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
DB08605	CCCS(=O)(=O)N1N=Cc2sc(C)cc2B1O
DB08606	CSC[C@H]1CN(Cc2c[nH]c3c(N)ncnc23)C[C@@H]1O
DB08607	Cc1c(C)c2c(c(C)c1O)CC[C@](C)(COc1ccc(C[C@H]3SC(=O)NC3=O)cc1)O2
DB08608	C[C@@H]1CN(C(=O)[C@@](C)(O)C(F)(F)F)[C@@H](C)CN1C(=O)c1ccc(C#N)cc1
DB08609	CCN(c1ccccc1)S(=O)(=O)c1ccc(NC(=O)C(C)(O)C(F)(F)F)c(C)c1
DB08610	CC(C)c1ccc(COc2ccc(CC(=O)NCCN)cc2Cl)cc1
DB08611	OCCOc1ccccc1-c1ccc(F)c(F)c1F
DB08612	CCCCCCCCSCC(=O)C(F)(F)F
DB08613	O=C(c1ccc(C(O)(O)C(F)(F)F)s1)N1CCn2c(-c3ccccc3)cnc2C1
DB08614	CNS(=O)(=O)Nc1ccc(-c2ccccc2)n(CC(=O)N[C@H](C(=O)C(F)(F)F)C(C)C)c1=O
DB08615	CN(C)c1ccc(-c2sc3cc(O)ccc3[n+]2C)cc1
DB08617	N[C@@H](Cc1ccc(CC(F)(F)F)cc1)C(=O)O
DB08618	COC(=O)[C@H]1[C@@H](O[P@@](=O)(O)c2ccccc2)C[C@@H]2CC[C@H]1N2C
DB08619	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCC(=O)O
DB08620	N#C/N=C1\SCCN1Cc1ccc(Cl)nc1
DB08621	CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1
DB08622	OC1(c2ccc(Cl)cc2)CCN(CCCC2(c3ccc(F)cc3)SCCS2)CC1
DB08623	C=C1CSC([C@H](NC(=O)Cc2cccs2)C(=O)O)=N[C@@H]1C(=O)O
DB08624	N=C(N)NCCC[C@H](N)C(=O)c1nc2ccccc2s1
DB08626	O=C(O)CNC(=O)[C@@H](CS)Cc1ccccc1
DB08627	C/C=C/C(C)=C/[C@@]1(C)SC(=O)C(C)=C1O
DB08628	C=C/C=C/[C@@]1(C)SC(=O)C(C)=C1O
DB08629	CC(C)C[C@H](N)CN1CCCN2CCC[C@H]21
DB08631	O=S(=O)(Nc1ccc(Cl)cc1)c1ccc2c(c1)CNCC2
DB08632	O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1
DB08633	CO[C@@H]1[C@H](OC(=O)NC(=O)CCl)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C
DB08634	CC(C)c1c(Cc2ccccc2)n(COCc2ccccc2)c(=O)[nH]c1=O
DB08635	CN(CCCCC(=O)O)c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1
DB08636	O=C(O)C(=O)/C=C/c1ccccc1O
DB08637	COc1ccccc1/C=C\C(=O)C(=O)O
DB08638	N[C@@H](Cc1cn(OO)c2ccccc12)C(=O)O
DB08639	Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1
DB08640	CC[C@H](C=O)[C@@H](CNS(=O)(=O)c1ccc(C)cc1)C(=O)O
DB08641	CC[C@H](C=O)[C@@H](CNS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O
DB08642	COc1cc(N(C)C[C@H]2CCC3=C(C2)C(N)=N[C@H](N)N3)cc(OC)c1OC
DB08643	COC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CS)NCc1ccc(-c2ccccc2)cc1)C(C)C
DB08644	CC[C@H](C=O)[C@@H]1[C@@H](NS(C)(=O)=O)CCN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C
DB08645	NS(=O)(=O)c1cc2c(cc1Cl)N[C@@H](C(Cl)Cl)NS2(=O)=O
DB08646	N[C@H](C=O)Cc1c[nH]c2c(O)c(NNc3ccccc3)ccc12
DB08647	Cc1cc2c(cc1C(=O)CCC(=O)O)[C@@H](C(C)C)[C@H](C)C2(C)C
DB08648	O=C(O)[C@@H]1C[C@]2(C(=O)O)C=C[C@@H](O)[C@@H](C2)O1
DB08649	N[C@@H](O)Cc1c[nH]c2ccccc12
DB08651	Cc1cn([C@H]2C[C@H](S)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O
DB08652	NC(=O)Cc1c[nH]c2ccccc12
DB08653	NCCc1c[nH]c2ccccc12
DB08654	N[C@H]1CCc2ccccc2[C@@H]1O
DB08655	CC(=O)n1c2c(c3ccccc31)CCCC2=O
DB08656	Cc1ccc(N)cc1C(=O)N[C@H](C)c1cccc2ccccc12
DB08657	O=C(O)COc1ccc(-c2c[nH]c(CNC(=O)Nc3ncc(Sc4ccccn4)s3)n2)cc1
DB08658	CCO[P@@](=O)(O)N(CC)CC
DB08659	NNC(=O)c1[nH]c2ccc(S(N)(=O)=O)cc2c1-c1ccccc1
DB08660	O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21
DB08661	Cc1cn([C@@H]2C[C@@H](O)[C@H](CN3CCCC3)O2)c(=O)[nH]c1=O
DB08662	CC(C)[C@@H](c1ccc(Br)cc1)c1c(O)c2ccccc2oc1=O
DB08663	CC[C@@H](c1ccccc1)c1c(O)c2ccc(OC)cc2oc1=O
DB08664	CC[C@@H](c1cccc(NC(=O)CNC(=O)OC(C)(C)C)c1)c1c(O)c2ccccc2oc1=O
DB08665	CCN1c2cc([N+](=O)[O-])ccc2N(C)C(=O)c2cccnc21
DB08666	N=c1nnc(=N)c1=NNc1cccc(C(F)(F)F)c1
DB08667	N=c1nnc(=N)c1=NNc1ccc(F)cc1
DB08668	N=c1nnc(=N)c1=NNc1cccc(C(=O)O)c1
DB08669	COC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H](O)[C@H](N)c1ccc(C)cc1
DB08670	COC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H](O)[C@H](N)c1ccc(C(C)C)cc1
DB08671	N=c1nnc(=N)c1=NNc1ccccc1C(F)(F)F
DB08672	C[C@H](CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccc(F)cc1
DB08673	CC(C)c1cnc(Nc2ccc(S(N)(=O)=O)cc2)s1
DB08674	N#Cc1ccc2cc1Oc1ccc3cccc(c3c1)N1CC[C@@H](NCc3cncn3C2)C1=O
DB08675	CCCCCC/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1N=N2
DB08676	N#C[C@H]1CC=C2CC1Oc1ccc3cccc(c3c1)N1CC[C@H](NCCc3cncn3C2)C1=O
DB08677	CC(C)c1cnc(NC(=O)Cc2cccnc2)s1
DB08678	CCc1ccc(NS(=O)(=O)O)cc1
DB08680	Cc1occc1C(=S)Nc1ccc(Cl)c(/C=N/OC(C)(C)C)c1
DB08681	CC(C)OC(=O)c1cc(NC(=S)OC(C)C)ccc1Cl
DB08682	CC1=C(C(=O)Nc2ccc(Cl)c(C(=O)OC(C)C)c2)SCCO1
DB08683	O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1[C@H]1CC[C@@H]3O1
DB08684	CCCCCCCCCCOC(=O)S
DB08685	CN1CCN(C)c2cc(CN)ccc21
DB08686	CC[C@@H](c1ccccc1)c1c(O)c2c(oc1=O)CCCCCC2
DB08687	O=C(O)CNC(=O)c1nc(Cl)c2ccccc2c1O
DB08688	CCCCCCCCCC(C)=O
DB08689	COC1=C(OC)C(=O)C(CC=C(C)C)=C(C)C1=O
DB08690	COC1=C(OC)C(=O)C(C/C=C(\C)CCC=C(C)C)=C(C)C1=O
DB08691	CCOC(=O)c1c(/C(C#N)=C\N)c2ccc(Cl)c(Cl)c2n1C
DB08692	CC(=O)N[C@H](Cc1ccc(Cl)cc1)[B-](O)(O)O
DB08693	CC(=O)N[C@@H](Cc1ccc(Cl)cc1)[B-](O)(O)O
DB08694	Nc1nccc(-c2c3c(O)ccnc3n3c(N)nccc23)n1
DB08695	O=[N+]([O-])c1ccc(-c2cc[nH]n2)cc1
DB08697	Cc1cc(C(=O)Nc2cc(Cl)cc(N3CCCCC3)c2)cc(C)c1OCCN
DB08698	OC1CN(C2=Nc3ccccc3C(c3ccccc3)=N[C@@H]2c2cccs2)C1
DB08699	Cc1cccc(Cc2nn(C(C)(C)C)c3ncnc(N)c23)c1
DB08701	O=C1c2cccc3c(NCCO)ccc(c23)C(=O)N1c1cccc(Br)c1
DB08702	O=C(O)c1c(-c2ccccc2)oc(-c2ccccc2)c1C(=O)O
DB08703	CC(C)Oc1ccc2c(c1)CCc1c-2c2c(c3c4ccccc4n(CCO)c13)C=NC2=O
DB08704	CCCCC(=O)N[C@H]1/C(=N/OC(=O)Nc2ccccc2)O[C@H](CO)[C@@H](O)[C@@H]1O
DB08705	N#Cc1c(-c2ccccc2)cc(-c2cc(Br)ccc2O)[nH]c1=O
DB08706	CCc1ccc(/C=C2\SC(N[C@H](C(=O)O)c3ccc(F)cc3)=NC2=O)o1
DB08707	Nc1nccc(-c2ccc3noc(-c4ccc(Cl)cc4)c3c2)n1
DB08708	FC(F)(F)c1cccc(-c2nnc3ccc(NC4CCCCC4)nn23)c1
DB08709	O=C(O)c1cccc2c(-c3ccccc3)c(-c3ccccc3)[nH]c12
DB08710	CCc1ccc(/C=C2\SC(N[C@@H](c3ccc(F)cc3)c3nnn[nH]3)=NC2=O)o1
DB08711	COC(=O)c1ccc(O)c(OC)c1
DB08712	O=C(O)CCCCCCCCCCOC(=O)S
DB08713	Cc1cc(CCCOc2c(C)cc(-c3nnn(C)n3)cc2C)on1
DB08714	Cc1cc(CCCOc2c(C)cc(-n3nnc(C)n3)cc2C)on1
DB08715	Cc1cc(CCCOc2c(C)cc(-c3coc(C)n3)cc2C)on1
DB08717	CN1Cc2ccccc2N[C@@H](CC(=O)O)C1=O
DB08718	CCc1ccsc1-c1ccc(O)c(O)c1
DB08719	Cc1cc(CCCCCOc2ccc(C3=NCCO3)cc2Cl)on1
DB08720	Cc1cc(CCCCCOc2ccc(C3=NCCO3)cc2)on1
DB08721	OCCOCOCc1cc(CCCCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1
DB08722	Cc1cc(CCCCCCCOc2ccc(C3=N[C@@H](C)CO3)cc2Cl)on1
DB08723	Cc1cc(CCCCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1
DB08724	Cc1cc(CCCCCOc2ccc(C3=N[C@@H](C)CO3)cc2)on1
DB08725	CC[C@H]1COC(c2ccc(OCCCCCCCc3cc(C)no3)cc2)=N1
DB08726	Cc1cc(CCCCCCCOc2ccc(C3=NCCO3)cc2)on1
DB08727	Cc1cc(CCCCCCCOc2ccc(C3=N[C@H](C)CO3)cc2)on1
DB08728	Cc1cc(CCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1
DB08729	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(N)(=O)=O)sc3OCC)nc12
DB08730	O=C(Nc1ccc2ccn(CCc3ccncc3)c2c1)c1cc(F)cc(N2CCOCC2)c1
DB08731	O=C(O)C[C@@H](Cc1cccc2ccccc12)N1C(=O)c2ccc(C(=O)O)cc2C1=O
DB08732	C[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)CCO
DB08733	CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](CNC(=O)c1nccs1)C(=O)NO)C(C)(C)C
DB08734	CC1(C)N=C(N)N=C(N)N1OCCCOc1cc(Cl)c(Cl)cc1Cl
DB08735	C[C@H](O)C[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O
DB08736	C[C@@H](O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O
DB08737	Oc1ccc([C@@H]2Oc3cccc(O)c3[C@@H]3CCC[C@@H]32)cc1
DB08738	O=C([C@@H]1CCCN1C(=O)CCn1c(=O)c(-c2ccccc2)nc2ccccc21)N1CCCC1
DB08739	O=C([C@@H]1CC(F)(F)CN1C(=O)CCN1C(=O)c2ccccc2C1=O)N1CCCC1
DB08740	CC(C)C[C@H](O)[C@H](O)[C@@H](N)CC1CCCCC1
DB08741	COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)O[C@H](C1CC1)C=C2
DB08742	C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H](C#CC#CC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
DB08743	Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2ccccc2C#N)n(C)c1=O
DB08744	COc1cc(=O)n(C)c2c3c(ccc12)OCO3
DB08745	O=C1CN(S(=O)(=O)/C=C/c2ccc(Cl)cc2)CCN1CC1CCN(c2ccncc2)CC1
DB08746	O=S(=O)(/C=C/c1ccc(Cl)cc1)N1CCN(CC2CCN(c3ccncc3)CC2)CC1
DB08747	CC(=O)N1c2cccc(O)c2NC2=C(C(=O)CC(C)(C)C2)[C@@H]1c1ccc(Cl)cc1Cl
DB08748	CN(C)c1ccc(C(=O)O)cc1
DB08749	CN(C(=O)CCN1Cc2cc(C(=O)c3ccccc3)ccc2N=C1N)C1CCCCC1
DB08750	NCc1ccc(C(=O)N2CCC3(CC2)N=C(N)c2c(F)cccc2N3)cc1
DB08751	CC(=O)N(C)CCN(C)c1ccc([N+](=O)[O-])c2nonc12
DB08752	CN1CCC(C#N)(NC(=O)[C@H](CC2CCCCC2)NC(=O)N2CCOCC2)CC1
DB08753	CC(=O)Oc1ccc(/C=C/C(=O)NCCc2ccccc2)cc1OC(C)=O
DB08754	O=C(/C=C/c1ccc(O)c(O)c1)NCCc1ccc(O)cc1
DB08755	C[C@@](C#N)(COCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)N1CCOCC1
DB08756	C[C@@H](N)[C@H]1CC[C@H](C(=O)Nc2ccncc2)CC1
DB08757	NNC(=O)c1ccc(-c2ccccc2Cl)o1
DB08758	NNC(=O)c1cn2ccc3ccccc3c2n1
DB08759	C[C@@H](CO)C[C@H](C)[C@H](O)[C@@H](C)C(=O)C[P@H](=O)O
DB08760	O=C(O)[C@H](Cc1ccccc1)Oc1ccc(Cl)cc1
DB08761	O=C1N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]1Cc1ccc(O)cc1
DB08762	C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)[P@@](=O)(O)O[C@@H](Cc1ccccc1)C(=O)O
DB08763	N=C(N)c1ccc([C@H](NC(=O)OCc2ccccc2)P(=O)(O)O)cc1
DB08765	NS(=O)(=O)c1nc2ccc(O)cc2s1
DB08766	C[C@H](CS)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)O
DB08767	COc1ccc(CC(N)=O)cc1
DB08768	CC(C)=CCNc1ncnc2[nH]cnc12
DB08770	Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
DB08771	CC(C)[C@H]1SC(Nc2ccccc2F)=NC1=O
DB08772	O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12
DB08773	Oc1ccc(-c2cc3ccc(O)cc3s2)cc1
DB08774	NC[C@H]1CN(c2c(-c3ccccc3)cnc3[nH]ncc23)CCO1
DB08775	C[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)OCc1ccccc1)C(=O)CF
DB08776	CC(=O)Nc1nc2c(s1)C(=O)NCCC2
DB08777	O=c1[nH]cnc2sc3c(c12)CCCC3
DB08778	CC(C)(C)Nc1nc(N)c(C(=O)c2ccccc2)s1
DB08779	CSc1nc(O)c(Cc2cccs2)[nH]1
DB08780	c1nc(N2CCOCC2)c2nc[nH]c2n1
DB08781	NC[C@H]1CN(c2c(Br)cnc3[nH]ncc23)CCO1
DB08782	NCCc1ccc(S(N)(=O)=O)cc1
DB08783	COC(=O)[C@H](Cc1ccc(C[Se](=O)O)cc1)NC(=O)OC(C)(C)C
DB08784	O=C(O)c1cccnc1Nc1ccc(Cl)cc1
DB08785	Cc1cc(=O)oc2ccccc12
DB08786	COCCOc1cc(C)nc(N)n1
DB08787	Nc1ncc(/N=N/c2ccccc2)c(-c2ccc(Cl)cc2Cl)n1
DB08788	CCOc1ccc(-c2c(C#N)c(N)nc3sc(C(N)=O)c(N)c23)cc1
DB08789	CCNC(=O)c1cc2c(-c3ccc(Cl)cc3Cl)nc(N)nc2s1
DB08790	O=C(O)c1cnn(-c2ccccc2)c1
DB08791	NC(=O)c1cnc2ccn(S(=O)(=O)c3ccccc3[N+](=O)[O-])c2c1
DB08792	CN(C(=O)C(Cl)Cl)c1ccc(O)cc1
DB08794	CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O
DB08795	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N=[N+]=[N-])c3ccccc3)C(=O)N2[C@H]1C(=O)O
DB08796	O=C(OCCOCCN1CCCCC1)N1c2ccccc2Sc2cccnc21
DB08797	NC(=O)c1ccccc1O
DB08798	Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C
DB08799	c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1
DB08800	CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1
DB08801	CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1
DB08802	CC(CN1c2ccccc2Sc2cccnc21)N(C)C
DB08803	Cc1ccc(C(C)C)c(OCC2=NCCN2)c1
DB08804	CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C
DB08805	CNC(=S)NCCSCc1nc[nH]c1C
DB08806	CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1
DB08807	Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1
DB08808	Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1
DB08809	O=C(O)C(Cl)Cl
DB08810	CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(CC2CC=CCC2)CC1
DB08811	CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21
DB08813	CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(OC2OC(C(=O)O)C(OC3OC(CO)C(OC4OC(C(=O)O)C(O)C(O)C4OS(=O)(=O)O)C(OS(=O)(=O)O)C3NS(=O)(=O)O)C(O)C2OS(=O)(=O)O)C1O
DB08814	CC(=O)Oc1cc(C(F)(F)F)ccc1C(=O)O
DB08815	O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1
DB08816	CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1
DB08818	CC(=O)N[C@@H]1C(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](CO)O[C@H]1O[C@H]1[C@H](O)[C@@H](O)[C@H](OC2[C@@H](NC(C)=O)[C@H](O)O[C@H](CO)[C@H]2O)O[C@@H]1C(=O)O
DB08819	CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O
DB08820	CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
DB08822	CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1
DB08824	COC(=O)[C@H]1[C@@H](c2ccc([123I])cc2)C[C@@H]2CC[C@H]1N2CCCF
DB08826	Cc1c(O)c(=O)ccn1C
DB08827	O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1
DB08828	CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1
DB08830	O=C1O[C@H]([C@@H](O)CO)C(=O)C1=O
DB08833	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
DB08834	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
DB08835	CC(=O)N[C@@H](CC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O
DB08836	CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CS[C@H](c2cccs2)CN(CC(=O)O)C1=O
DB08837	CC[N+](CC)(CC)CC
DB08838	N=C(N)NCCCCN
DB08839	NCCc1c[nH]c2ccc(O)cc12
DB08840	CNC(=O)c1cccnc1
DB08841	NCCc1ccc(O)cc1
DB08842	CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
DB08844	O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1
DB08845	O=C(O)CCC(=O)C(=O)O
DB08846	O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23
DB08848	O=C(O)C1=CCCNC1
DB08855	CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)[C@@H](O)CCCC(=O)O
DB08860	O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1
DB08861	CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H]1C(=O)O
DB08862	CCC(C)C(NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CO)NC(=O)C1CCCN1C(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(NC(=O)C(CO)NC(=O)C(CCSC)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(CO)NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(N)CCCCN)C(C)CC)C(C)C)C(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(CCSC)C(=O)NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O)c1ccc(OS(=O)(=O)O)cc1
DB08864	Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1
DB08865	C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
DB08867	CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
DB08868	CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1
